intervention_id,recommendation_title,category,target_segment,affected_customers,estimated_revenue_impact,expected_action,suggested_owner,confidence_level,effort_level,priority_score,priority_band
IV-3475DDB7,Past-Due Account Escalation,billing_recovery,Enterprise,1,49.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,41.65,Low
IV-8E8FB4C1,Past-Due Account Escalation,billing_recovery,Enterprise,1,49.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,41.65,Low
IV-F284D73E,Past-Due Account Escalation,billing_recovery,Startup,1,49.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,41.65,Low
IV-F794F8B6,Past-Due Account Escalation,billing_recovery,SMB,1,49.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,41.65,Low
IV-E619908E,Past-Due Account Escalation,billing_recovery,Mid-Market,1,49.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,41.65,Low
IV-AF5CC9B7,Past-Due Account Escalation,billing_recovery,Startup,1,49.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,41.65,Low
IV-83A55882,Past-Due Account Escalation,billing_recovery,SMB,1,49.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,41.65,Low
IV-284D3255,Past-Due Account Escalation,billing_recovery,SMB,1,49.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,41.65,Low
IV-7EC4678C,Past-Due Account Escalation,billing_recovery,Mid-Market,1,49.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,41.65,Low
IV-BB0D04B8,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-B711CFB4,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-0B091CD8,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-C284DCDA,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-3BB0A42C,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-14DA0E66,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-B31F4FB7,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-B8BDE2B5,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-A5269676,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-9B845046,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-AFEE0E8E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-14AF0220,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-563C2346,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-5CA3CFA2,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-8ACB1A8E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-85D87E76,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-0E47B1A7,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Enterprise,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-FF422725,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-9FCC2381,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-CB41D1B3,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-177406E3,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-2B1ABD97,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-89ABC882,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-64C0FA14,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-0F28A89E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-03B1A9D9,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-6E888CCA,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-0E22BAE7,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-462D69B0,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-D4F56962,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-B770E73A,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-3D5FD6CC,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-D7FF4251,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-7A36F5AA,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-449D2E0F,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-24685694,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-4FB5C8FD,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-7A4DBBBB,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-827D4D53,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-A499B5C5,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-460C5E91,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-C054D31D,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-4BA132ED,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-7278646B,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-4DF5588C,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-576969C3,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-B0DFCE4F,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-29E98681,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-BD8B8E5B,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-BC29937E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-805A81DB,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-D167D19D,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-47298BE8,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-69EC9533,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-8F94A718,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Enterprise,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-C7134A58,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-CF204FA7,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-363D6C89,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-B6ED34ED,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-9B6330CD,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-E5210F21,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-E9191836,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-E4F6275F,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-2C467785,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-740974B2,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-D0361036,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-AABA9A7C,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-F2318A91,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-54361C82,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-894E5CA7,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-FBD0D7F1,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-5C074ACE,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-00B2094A,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-BD656DDB,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Enterprise,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-A2C2FE7D,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Enterprise,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-8BD9904D,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-E4708B2E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-AE791CBE,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-2442F7BF,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-9447C7FD,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-68F752D5,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Enterprise,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-E47E2C16,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-0D9590DA,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-A354D6EC,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-0EF44B27,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-C301BD81,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-347DEC5F,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-C3F9C494,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-89501A2E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-FA691ED8,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-F6788A74,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-0B073795,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-14452BA9,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-2AD27837,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-E78C35D4,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Enterprise,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-8143D2C1,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-568DA4CF,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-316694FE,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-9D517345,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-F25320E7,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-D1D97730,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-82601B54,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Enterprise,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-75E4C6CC,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-C32A569B,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-291DA4C1,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-2DE9932E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-3DEBA652,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-F07F088E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-E6BDE30D,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-B2370DF2,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-606C3CF9,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-DC7F8384,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-5EFA9293,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-D0B41FF6,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-DD5E696E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-87B5A09E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-19421467,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-810FF161,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
IV-CA14A5AB,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,49.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,31.85,Low
